Country_Region,Date,Doses_admin,People_partially_vaccinated,People_fully_vaccinated,Report_Date_String,UID,Province_State
Angola,2021-09-25,2820134,1836547.0,983587.0,2021-09-26,24.0,
Venezuela,2021-09-25,14050000,8800000.0,5250000.0,2021-09-26,862.0,
Angola,2021-09-26,2820134,1836547.0,983587.0,2021-09-27,24.0,
Venezuela,2021-09-26,14050000,8800000.0,5250000.0,2021-09-27,862.0,
Angola,2021-09-27,3134137,2127405.0,1006732.0,2021-09-28,24.0,
Venezuela,2021-09-27,14050000,8800000.0,5250000.0,2021-09-28,862.0,
Angola,2021-09-28,3134137,2127405.0,1006732.0,2021-09-29,24.0,
Venezuela,2021-09-28,15714857,9731808.0,5983049.0,2021-09-29,862.0,
Angola,2021-09-29,3134137,2127405.0,1006732.0,2021-09-30,24.0,
Venezuela,2021-09-29,15714857,9731808.0,5983049.0,2021-09-30,862.0,
Angola,2021-09-30,3134137,2127405.0,1006732.0,2021-10-01,24.0,
Venezuela,2021-09-30,15714857,9731808.0,5983049.0,2021-10-01,862.0,
Angola,2021-10-01,3134137,2127405.0,1006732.0,2021-10-02,24.0,
Venezuela,2021-10-01,15714857,9731808.0,5983049.0,2021-10-02,862.0,
Angola,2021-10-02,3134137,2127405.0,1006732.0,2021-10-03,24.0,
Venezuela,2021-10-02,15714857,9731808.0,5983049.0,2021-10-03,862.0,
Angola,2021-10-03,3134137,2127405.0,1006732.0,2021-10-04,24.0,
Venezuela,2021-10-03,15714857,9731808.0,5983049.0,2021-10-04,862.0,
Angola,2021-10-04,3134137,2127405.0,1006732.0,2021-10-05,24.0,
Venezuela,2021-10-04,15714857,9731808.0,5983049.0,2021-10-05,862.0,
Angola,2021-10-05,3134137,2127405.0,1006732.0,2021-10-06,24.0,
Venezuela,2021-10-05,15714857,9731808.0,5983049.0,2021-10-06,862.0,
Angola,2021-10-06,3134137,2127405.0,1006732.0,2021-10-07,24.0,
Venezuela,2021-10-06,15714857,9731808.0,5983049.0,2021-10-07,862.0,
